id,Project,TeamExp,ManagerExp,YearEnd,Length,Effort,Transactions,Entities,PointsNonAdjust,Adjustment,PointsAjust,Language
1588,1588,2,4,85,18,5180,88,170,258,34,255,1
1589,1589,2,4,86,5,5775,306,132,438,37,447,1
1590,1590,4,1,87,20,10577,304,78,382,39,397,1
1591,1591,1,4,86,8,3983,89,200,289,33,283,1
1592,1592,4,1,85,14,3164,86,230,316,33,310,1
1593,1593,2,0,86,6,3542,71,235,306,37,312,1
1594,1594,3,1,85,14,4277,148,324,472,39,491,1
1595,1595,4,4,85,16,7252,116,170,286,27,263,1
1596,1596,4,1,85,14,3948,175,277,452,37,461,1
1597,1597,4,3,86,6,3927,79,128,207,27,190,1
1598,1598,1,1,86,9,710,145,38,183,27,168,3
1599,1599,4,4,87,9,2429,174,78,252,41,267,3
1600,1600,1,1,85,5,6405,194,91,285,35,285,1
1601,1601,2,2,88,3,651,126,49,175,38,180,3
1602,1602,1,3,86,17,9135,317,119,436,34,432,2
1603,1603,2,4,87,11,1435,289,88,377,28,351,3
1604,1604,-1,-1,87,8,5922,260,144,404,24,360,1
1605,1605,1,4,88,4,847,158,59,217,18,180,3
1606,1606,3,3,88,16,8050,302,145,447,52,523,2
1607,1607,1,1,87,9,4620,451,48,499,28,464,1
1608,1608,2,4,87,34,2352,661,132,793,23,698,3
1609,1609,1,1,88,10,2174,64,54,118,25,106,1
1610,1610,-1,4,86,39,19894,284,230,514,50,591,1
1611,1611,2,1,86,18,6699,182,126,308,35,308,1
1612,1612,2,3,87,27,14987,173,332,505,19,424,1
1613,1613,2,2,88,9,4004,252,7,259,28,241,1
1614,1614,4,3,85,11,12824,131,180,311,51,361,1
1615,1615,2,3,85,8,2331,106,39,145,6,103,1
1616,1616,3,3,85,9,5817,96,108,204,29,192,1
1617,1617,2,3,85,7,2989,116,72,188,18,156,1
1618,1618,3,3,85,6,3136,86,49,135,32,131,1
1619,1619,2,3,85,17,14434,221,121,342,35,342,1
1620,1620,1,1,87,12,2583,61,96,157,18,130,1
1621,1621,1,3,86,12,3647,132,89,221,5,155,2
1622,1622,3,7,86,13,8232,45,387,432,16,350,2
1623,1623,1,1,86,12,3276,55,112,167,12,129,2
1624,1624,1,4,87,8,2723,124,52,176,14,139,2
1625,1625,3,3,87,5,3472,120,126,246,15,197,2
1626,1626,1,2,87,6,1575,47,32,79,14,62,2
1627,1627,1,1,86,12,2926,126,107,233,23,205,2
1628,1628,3,2,86,6,1876,101,45,146,15,117,2
1629,1629,1,1,86,5,2520,78,99,177,14,140,1
1630,1630,4,7,86,13,1603,69,74,143,14,113,1
1631,1631,1,3,86,8,3626,194,97,291,35,291,2
1632,1632,2,-1,87,10,6783,224,110,334,28,309,2
1633,1633,2,4,87,15,11361,323,184,507,35,507,2
1634,1634,1,3,86,6,1267,42,31,73,27,67,2
1635,1635,1,2,87,5,2548,74,43,117,25,105,2
1636,1636,3,4,87,10,1155,101,57,158,9,117,2
1637,1637,0,4,86,6,546,97,42,139,6,99,3
1638,1638,2,3,84,13,2275,134,77,211,13,165,2
1639,1639,4,5,86,26,9100,482,227,709,26,645,2
1640,1640,0,2,84,6,595,213,73,286,6,203,3
1641,1641,0,-1,84,22,3941,139,143,282,22,245,2
1642,1642,2,3,86,24,13860,473,182,655,40,688,2
1643,1643,4,4,85,12,1400,229,169,398,39,414,3
1644,1644,4,3,83,12,2800,227,73,300,34,297,1
1645,1645,4,4,82,24,9520,395,193,588,40,617,1
1646,1646,4,3,86,12,5880,469,176,645,43,697,3
1647,1647,4,4,85,36,23940,886,241,1127,34,1116,1
1648,1648,1,4,85,12,5152,253,52,305,34,302,1
1649,1649,0,0,86,4,5635,197,124,321,33,315,1
1650,1650,4,4,85,1,805,40,60,100,18,83,1
1651,1651,0,0,86,5,3829,200,119,319,30,303,1
1652,1652,0,0,86,4,2149,140,94,234,24,208,1
1653,1653,0,0,86,4,2821,97,89,186,38,192,1
1654,1654,2,1,85,9,2569,119,42,161,25,145,2
1655,1655,1,2,83,13,3913,186,52,238,25,214,1
1656,1656,3,1,85,12,7854,172,88,260,30,247,1
1657,1657,3,4,83,4,2422,78,38,116,24,103,1
1658,1658,4,1,84,21,4067,167,99,266,24,237,1
1659,1659,2,1,84,17,9051,146,112,258,40,271,1
1660,1660,1,1,84,3,2282,33,72,105,19,88,1
1661,1661,3,4,85,8,4172,162,61,223,32,216,1
1662,1662,4,4,85,9,4977,223,121,344,28,320,1
1663,1663,3,2,85,8,1617,119,48,167,26,152,2
1664,1664,4,3,85,8,3192,57,43,100,43,108,1
1665,1665,4,4,86,14,3437,68,316,384,20,326,2
1666,1666,3,4,87,14,4494,9,386,395,21,340,2
1667,1667,4,2,86,5,840,58,34,92,29,86,1
1668,1668,4,4,86,12,14973,318,269,587,34,581,2
1669,1669,2,4,85,18,5180,88,170,258,34,255,1
1670,1670,2,4,86,5,5775,306,132,438,37,447,1
1671,1671,4,1,87,20,10577,304,78,382,39,397,1
1672,1672,1,4,86,8,3983,89,200,289,33,283,1
1673,1673,4,1,85,14,3164,86,230,316,33,310,1
1674,1674,2,0,86,6,3542,71,235,306,37,312,1
1675,1675,3,1,85,14,4277,148,324,472,39,491,1
1676,1676,4,4,85,16,7252,116,170,286,27,263,1
1677,1677,4,1,85,14,3948,175,277,452,37,461,1
1678,1678,4,3,86,6,3927,79,128,207,27,190,1
1679,1679,1,1,86,9,710,145,38,183,27,168,3
1680,1680,4,4,87,9,2429,174,78,252,41,267,3
1681,1681,1,1,85,5,6405,194,91,285,35,285,1
1682,1682,2,2,88,3,651,126,49,175,38,180,3
1683,1683,1,3,86,17,9135,317,119,436,34,432,2
1684,1684,2,4,87,11,1435,289,88,377,28,351,3
1685,1685,-1,-1,87,8,5922,260,144,404,24,360,1
1686,1686,1,4,88,4,847,158,59,217,18,180,3
1687,1687,3,3,88,16,8050,302,145,447,52,523,2
1688,1688,1,1,87,9,4620,451,48,499,28,464,1
1689,1689,2,4,87,34,2352,661,132,793,23,698,3
1690,1690,1,1,88,10,2174,64,54,118,25,106,1
1691,1691,-1,4,86,39,19894,284,230,514,50,591,1
1692,1692,2,1,86,18,6699,182,126,308,35,308,1
1693,1693,2,3,87,27,14987,173,332,505,19,424,1
1694,1694,2,2,88,9,4004,252,7,259,28,241,1
1695,1695,4,3,85,11,12824,131,180,311,51,361,1
1696,1696,2,3,85,8,2331,106,39,145,6,103,1
1697,1697,3,3,85,9,5817,96,108,204,29,192,1
1698,1698,2,3,85,7,2989,116,72,188,18,156,1
1699,1699,3,3,85,6,3136,86,49,135,32,131,1
1700,1700,2,3,85,17,14434,221,121,342,35,342,1
1701,1701,1,1,87,12,2583,61,96,157,18,130,1
1702,1702,1,3,86,12,3647,132,89,221,5,155,2
1703,1703,3,7,86,13,8232,45,387,432,16,350,2
1704,1704,1,1,86,12,3276,55,112,167,12,129,2
1705,1705,1,4,87,8,2723,124,52,176,14,139,2
1706,1706,3,3,87,5,3472,120,126,246,15,197,2
1707,1707,1,2,87,6,1575,47,32,79,14,62,2
1708,1708,1,1,86,12,2926,126,107,233,23,205,2
1709,1709,3,2,86,6,1876,101,45,146,15,117,2
1710,1710,1,1,86,5,2520,78,99,177,14,140,1
1711,1711,4,7,86,13,1603,69,74,143,14,113,1
1712,1712,1,3,86,8,3626,194,97,291,35,291,2
1713,1713,2,-1,87,10,6783,224,110,334,28,309,2
1714,1714,2,4,87,15,11361,323,184,507,35,507,2
1715,1715,1,3,86,6,1267,42,31,73,27,67,2
1716,1716,1,2,87,5,2548,74,43,117,25,105,2
1717,1717,3,4,87,10,1155,101,57,158,9,117,2
1718,1718,0,4,86,6,546,97,42,139,6,99,3
1719,1719,2,3,84,13,2275,134,77,211,13,165,2
1720,1720,4,5,86,26,9100,482,227,709,26,645,2
1721,1721,0,2,84,6,595,213,73,286,6,203,3
1722,1722,0,-1,84,22,3941,139,143,282,22,245,2
1723,1723,2,3,86,24,13860,473,182,655,40,688,2
1724,1724,4,4,85,12,1400,229,169,398,39,414,3
1725,1725,4,3,83,12,2800,227,73,300,34,297,1
1726,1726,4,4,82,24,9520,395,193,588,40,617,1
1727,1727,4,3,86,12,5880,469,176,645,43,697,3
1728,1728,4,4,85,36,23940,886,241,1127,34,1116,1
1729,1729,1,4,85,12,5152,253,52,305,34,302,1
1730,1730,0,0,86,4,5635,197,124,321,33,315,1
1731,1731,4,4,85,1,805,40,60,100,18,83,1
1732,1732,0,0,86,5,3829,200,119,319,30,303,1
1733,1733,0,0,86,4,2149,140,94,234,24,208,1
1734,1734,0,0,86,4,2821,97,89,186,38,192,1
1735,1735,2,1,85,9,2569,119,42,161,25,145,2
1736,1736,1,2,83,13,3913,186,52,238,25,214,1
1737,1737,3,1,85,12,7854,172,88,260,30,247,1
1738,1738,3,4,83,4,2422,78,38,116,24,103,1
1739,1739,4,1,84,21,4067,167,99,266,24,237,1
1740,1740,2,1,84,17,9051,146,112,258,40,271,1
1741,1741,1,1,84,3,2282,33,72,105,19,88,1
1742,1742,3,4,85,8,4172,162,61,223,32,216,1
1743,1743,4,4,85,9,4977,223,121,344,28,320,1
1744,1744,3,2,85,8,1617,119,48,167,26,152,2
1745,1745,4,3,85,8,3192,57,43,100,43,108,1
1746,1746,4,4,86,14,3437,68,316,384,20,326,2
1747,1747,3,4,87,14,4494,9,386,395,21,340,2
1748,1748,4,2,86,5,840,58,34,92,29,86,1
1749,1749,4,4,86,12,14973,318,269,587,34,581,2
1750,1750,2,4,85,18,5180,88,170,258,34,255,1
1751,1751,2,4,86,5,5775,306,132,438,37,447,1
1752,1752,4,1,87,20,10577,304,78,382,39,397,1
1753,1753,1,4,86,8,3983,89,200,289,33,283,1
1754,1754,4,1,85,14,3164,86,230,316,33,310,1
1755,1755,2,0,86,6,3542,71,235,306,37,312,1
1756,1756,3,1,85,14,4277,148,324,472,39,491,1
1757,1757,4,4,85,16,7252,116,170,286,27,263,1
1758,1758,4,1,85,14,3948,175,277,452,37,461,1
1759,1759,4,3,86,6,3927,79,128,207,27,190,1
1760,1760,1,1,86,9,710,145,38,183,27,168,3
1761,1761,4,4,87,9,2429,174,78,252,41,267,3
1762,1762,1,1,85,5,6405,194,91,285,35,285,1
1763,1763,2,2,88,3,651,126,49,175,38,180,3
1764,1764,1,3,86,17,9135,317,119,436,34,432,2
1765,1765,2,4,87,11,1435,289,88,377,28,351,3
1766,1766,-1,-1,87,8,5922,260,144,404,24,360,1
1767,1767,1,4,88,4,847,158,59,217,18,180,3
1768,1768,3,3,88,16,8050,302,145,447,52,523,2
1769,1769,1,1,87,9,4620,451,48,499,28,464,1
1770,1770,2,4,87,34,2352,661,132,793,23,698,3
1771,1771,1,1,88,10,2174,64,54,118,25,106,1
1772,1772,-1,4,86,39,19894,284,230,514,50,591,1
1773,1773,2,1,86,18,6699,182,126,308,35,308,1
1774,1774,2,3,87,27,14987,173,332,505,19,424,1
1775,1775,2,2,88,9,4004,252,7,259,28,241,1
1776,1776,4,3,85,11,12824,131,180,311,51,361,1
1777,1777,2,3,85,8,2331,106,39,145,6,103,1
1778,1778,3,3,85,9,5817,96,108,204,29,192,1
1779,1779,2,3,85,7,2989,116,72,188,18,156,1
1780,1780,3,3,85,6,3136,86,49,135,32,131,1
1781,1781,2,3,85,17,14434,221,121,342,35,342,1
1782,1782,1,1,87,12,2583,61,96,157,18,130,1
1783,1783,1,3,86,12,3647,132,89,221,5,155,2
1784,1784,3,7,86,13,8232,45,387,432,16,350,2
1785,1785,1,1,86,12,3276,55,112,167,12,129,2
1786,1786,1,4,87,8,2723,124,52,176,14,139,2
1787,1787,3,3,87,5,3472,120,126,246,15,197,2
1788,1788,1,2,87,6,1575,47,32,79,14,62,2
1789,1789,1,1,86,12,2926,126,107,233,23,205,2
1790,1790,3,2,86,6,1876,101,45,146,15,117,2
1791,1791,1,1,86,5,2520,78,99,177,14,140,1
1792,1792,4,7,86,13,1603,69,74,143,14,113,1
1793,1793,1,3,86,8,3626,194,97,291,35,291,2
1794,1794,2,-1,87,10,6783,224,110,334,28,309,2
1795,1795,2,4,87,15,11361,323,184,507,35,507,2
1796,1796,1,3,86,6,1267,42,31,73,27,67,2
1797,1797,1,2,87,5,2548,74,43,117,25,105,2
1798,1798,3,4,87,10,1155,101,57,158,9,117,2
1799,1799,0,4,86,6,546,97,42,139,6,99,3
1800,1800,2,3,84,13,2275,134,77,211,13,165,2
1801,1801,4,5,86,26,9100,482,227,709,26,645,2
1802,1802,0,2,84,6,595,213,73,286,6,203,3
1803,1803,0,-1,84,22,3941,139,143,282,22,245,2
1804,1804,2,3,86,24,13860,473,182,655,40,688,2
1805,1805,4,4,85,12,1400,229,169,398,39,414,3
1806,1806,4,3,83,12,2800,227,73,300,34,297,1
1807,1807,4,4,82,24,9520,395,193,588,40,617,1
1808,1808,4,3,86,12,5880,469,176,645,43,697,3
1809,1809,4,4,85,36,23940,886,241,1127,34,1116,1
1810,1810,1,4,85,12,5152,253,52,305,34,302,1
1811,1811,0,0,86,4,5635,197,124,321,33,315,1
1812,1812,4,4,85,1,805,40,60,100,18,83,1
1813,1813,0,0,86,5,3829,200,119,319,30,303,1
1814,1814,0,0,86,4,2149,140,94,234,24,208,1
1815,1815,0,0,86,4,2821,97,89,186,38,192,1
1816,1816,2,1,85,9,2569,119,42,161,25,145,2
1817,1817,1,2,83,13,3913,186,52,238,25,214,1
1818,1818,3,1,85,12,7854,172,88,260,30,247,1
1819,1819,3,4,83,4,2422,78,38,116,24,103,1
1820,1820,4,1,84,21,4067,167,99,266,24,237,1
1821,1821,2,1,84,17,9051,146,112,258,40,271,1
1822,1822,1,1,84,3,2282,33,72,105,19,88,1
1823,1823,3,4,85,8,4172,162,61,223,32,216,1
1824,1824,4,4,85,9,4977,223,121,344,28,320,1
1825,1825,3,2,85,8,1617,119,48,167,26,152,2
1826,1826,4,3,85,8,3192,57,43,100,43,108,1
1827,1827,4,4,86,14,3437,68,316,384,20,326,2
1828,1828,3,4,87,14,4494,9,386,395,21,340,2
1829,1829,4,2,86,5,840,58,34,92,29,86,1
1830,1830,4,4,86,12,14973,318,269,587,34,581,2
1831,1831,2,4,85,18,5180,88,170,258,34,255,1
1832,1832,2,4,86,5,5775,306,132,438,37,447,1
1833,1833,4,1,87,20,10577,304,78,382,39,397,1
1834,1834,1,4,86,8,3983,89,200,289,33,283,1
1835,1835,4,1,85,14,3164,86,230,316,33,310,1
1836,1836,2,0,86,6,3542,71,235,306,37,312,1
1837,1837,3,1,85,14,4277,148,324,472,39,491,1
1838,1838,4,4,85,16,7252,116,170,286,27,263,1
1839,1839,4,1,85,14,3948,175,277,452,37,461,1
1840,1840,4,3,86,6,3927,79,128,207,27,190,1
1841,1841,1,1,86,9,710,145,38,183,27,168,3
1842,1842,4,4,87,9,2429,174,78,252,41,267,3
1843,1843,1,1,85,5,6405,194,91,285,35,285,1
1844,1844,2,2,88,3,651,126,49,175,38,180,3
1845,1845,1,3,86,17,9135,317,119,436,34,432,2
1846,1846,2,4,87,11,1435,289,88,377,28,351,3
1847,1847,-1,-1,87,8,5922,260,144,404,24,360,1
1848,1848,1,4,88,4,847,158,59,217,18,180,3
1849,1849,3,3,88,16,8050,302,145,447,52,523,2
1850,1850,1,1,87,9,4620,451,48,499,28,464,1
1851,1851,2,4,87,34,2352,661,132,793,23,698,3
1852,1852,1,1,88,10,2174,64,54,118,25,106,1
1853,1853,-1,4,86,39,19894,284,230,514,50,591,1
1854,1854,2,1,86,18,6699,182,126,308,35,308,1
1855,1855,2,3,87,27,14987,173,332,505,19,424,1
1856,1856,2,2,88,9,4004,252,7,259,28,241,1
1857,1857,4,3,85,11,12824,131,180,311,51,361,1
1858,1858,2,3,85,8,2331,106,39,145,6,103,1
1859,1859,3,3,85,9,5817,96,108,204,29,192,1
1860,1860,2,3,85,7,2989,116,72,188,18,156,1
1861,1861,3,3,85,6,3136,86,49,135,32,131,1
1862,1862,2,3,85,17,14434,221,121,342,35,342,1
1863,1863,1,1,87,12,2583,61,96,157,18,130,1
1864,1864,1,3,86,12,3647,132,89,221,5,155,2
1865,1865,3,7,86,13,8232,45,387,432,16,350,2
1866,1866,1,1,86,12,3276,55,112,167,12,129,2
1867,1867,1,4,87,8,2723,124,52,176,14,139,2
1868,1868,3,3,87,5,3472,120,126,246,15,197,2
1869,1869,1,2,87,6,1575,47,32,79,14,62,2
1870,1870,1,1,86,12,2926,126,107,233,23,205,2
1871,1871,3,2,86,6,1876,101,45,146,15,117,2
1872,1872,1,1,86,5,2520,78,99,177,14,140,1
1873,1873,4,7,86,13,1603,69,74,143,14,113,1
1874,1874,1,3,86,8,3626,194,97,291,35,291,2
1875,1875,2,-1,87,10,6783,224,110,334,28,309,2
1876,1876,2,4,87,15,11361,323,184,507,35,507,2
1877,1877,1,3,86,6,1267,42,31,73,27,67,2
1878,1878,1,2,87,5,2548,74,43,117,25,105,2
1879,1879,3,4,87,10,1155,101,57,158,9,117,2
1880,1880,0,4,86,6,546,97,42,139,6,99,3
1881,1881,2,3,84,13,2275,134,77,211,13,165,2
1882,1882,4,5,86,26,9100,482,227,709,26,645,2
1883,1883,0,2,84,6,595,213,73,286,6,203,3
1884,1884,0,-1,84,22,3941,139,143,282,22,245,2
1885,1885,2,3,86,24,13860,473,182,655,40,688,2
1886,1886,4,4,85,12,1400,229,169,398,39,414,3
1887,1887,4,3,83,12,2800,227,73,300,34,297,1
1888,1888,4,4,82,24,9520,395,193,588,40,617,1
1889,1889,4,3,86,12,5880,469,176,645,43,697,3
1890,1890,4,4,85,36,23940,886,241,1127,34,1116,1
1891,1891,1,4,85,12,5152,253,52,305,34,302,1
1892,1892,0,0,86,4,5635,197,124,321,33,315,1
1893,1893,4,4,85,1,805,40,60,100,18,83,1
1894,1894,0,0,86,5,3829,200,119,319,30,303,1
1895,1895,0,0,86,4,2149,140,94,234,24,208,1
1896,1896,0,0,86,4,2821,97,89,186,38,192,1
1897,1897,2,1,85,9,2569,119,42,161,25,145,2
1898,1898,1,2,83,13,3913,186,52,238,25,214,1
1899,1899,3,1,85,12,7854,172,88,260,30,247,1
1900,1900,3,4,83,4,2422,78,38,116,24,103,1
1901,1901,4,1,84,21,4067,167,99,266,24,237,1
1902,1902,2,1,84,17,9051,146,112,258,40,271,1
1903,1903,1,1,84,3,2282,33,72,105,19,88,1
1904,1904,3,4,85,8,4172,162,61,223,32,216,1
1905,1905,4,4,85,9,4977,223,121,344,28,320,1
1906,1906,3,2,85,8,1617,119,48,167,26,152,2
1907,1907,4,3,85,8,3192,57,43,100,43,108,1
1908,1908,4,4,86,14,3437,68,316,384,20,326,2
1909,1909,3,4,87,14,4494,9,386,395,21,340,2
1910,1910,4,2,86,5,840,58,34,92,29,86,1
1911,1911,4,4,86,12,14973,318,269,587,34,581,2
1912,1912,2,4,85,18,5180,88,170,258,34,255,1
1913,1913,2,4,86,5,5775,306,132,438,37,447,1
1914,1914,4,1,87,20,10577,304,78,382,39,397,1
1915,1915,1,4,86,8,3983,89,200,289,33,283,1
1916,1916,4,1,85,14,3164,86,230,316,33,310,1
1917,1917,2,0,86,6,3542,71,235,306,37,312,1
1918,1918,3,1,85,14,4277,148,324,472,39,491,1
1919,1919,4,4,85,16,7252,116,170,286,27,263,1
1920,1920,4,1,85,14,3948,175,277,452,37,461,1
1921,1921,4,3,86,6,3927,79,128,207,27,190,1
1922,1922,1,1,86,9,710,145,38,183,27,168,3
1923,1923,4,4,87,9,2429,174,78,252,41,267,3
1924,1924,1,1,85,5,6405,194,91,285,35,285,1
1925,1925,2,2,88,3,651,126,49,175,38,180,3
1926,1926,1,3,86,17,9135,317,119,436,34,432,2
1927,1927,2,4,87,11,1435,289,88,377,28,351,3
1928,1928,-1,-1,87,8,5922,260,144,404,24,360,1
1929,1929,1,4,88,4,847,158,59,217,18,180,3
1930,1930,3,3,88,16,8050,302,145,447,52,523,2
1931,1931,1,1,87,9,4620,451,48,499,28,464,1
1932,1932,2,4,87,34,2352,661,132,793,23,698,3
1933,1933,1,1,88,10,2174,64,54,118,25,106,1
1934,1934,-1,4,86,39,19894,284,230,514,50,591,1
1935,1935,2,1,86,18,6699,182,126,308,35,308,1
1936,1936,2,3,87,27,14987,173,332,505,19,424,1
1937,1937,2,2,88,9,4004,252,7,259,28,241,1
1938,1938,4,3,85,11,12824,131,180,311,51,361,1
1939,1939,2,3,85,8,2331,106,39,145,6,103,1
1940,1940,3,3,85,9,5817,96,108,204,29,192,1
1941,1941,2,3,85,7,2989,116,72,188,18,156,1
1942,1942,3,3,85,6,3136,86,49,135,32,131,1
1943,1943,2,3,85,17,14434,221,121,342,35,342,1
1944,1944,1,1,87,12,2583,61,96,157,18,130,1
1945,1945,1,3,86,12,3647,132,89,221,5,155,2
1946,1946,3,7,86,13,8232,45,387,432,16,350,2
1947,1947,1,1,86,12,3276,55,112,167,12,129,2
1948,1948,1,4,87,8,2723,124,52,176,14,139,2
1949,1949,3,3,87,5,3472,120,126,246,15,197,2
1950,1950,1,2,87,6,1575,47,32,79,14,62,2
1951,1951,1,1,86,12,2926,126,107,233,23,205,2
1952,1952,3,2,86,6,1876,101,45,146,15,117,2
1953,1953,1,1,86,5,2520,78,99,177,14,140,1
1954,1954,4,7,86,13,1603,69,74,143,14,113,1
1955,1955,1,3,86,8,3626,194,97,291,35,291,2
1956,1956,2,-1,87,10,6783,224,110,334,28,309,2
1957,1957,2,4,87,15,11361,323,184,507,35,507,2
1958,1958,1,3,86,6,1267,42,31,73,27,67,2
1959,1959,1,2,87,5,2548,74,43,117,25,105,2
1960,1960,3,4,87,10,1155,101,57,158,9,117,2
1961,1961,0,4,86,6,546,97,42,139,6,99,3
1962,1962,2,3,84,13,2275,134,77,211,13,165,2
1963,1963,4,5,86,26,9100,482,227,709,26,645,2
1964,1964,0,2,84,6,595,213,73,286,6,203,3
1965,1965,0,-1,84,22,3941,139,143,282,22,245,2
1966,1966,2,3,86,24,13860,473,182,655,40,688,2
1967,1967,4,4,85,12,1400,229,169,398,39,414,3
1968,1968,4,3,83,12,2800,227,73,300,34,297,1
1969,1969,4,4,82,24,9520,395,193,588,40,617,1
1970,1970,4,3,86,12,5880,469,176,645,43,697,3
1971,1971,4,4,85,36,23940,886,241,1127,34,1116,1
1972,1972,1,4,85,12,5152,253,52,305,34,302,1
1973,1973,0,0,86,4,5635,197,124,321,33,315,1
1974,1974,4,4,85,1,805,40,60,100,18,83,1
1975,1975,0,0,86,5,3829,200,119,319,30,303,1
1976,1976,0,0,86,4,2149,140,94,234,24,208,1
1977,1977,0,0,86,4,2821,97,89,186,38,192,1
1978,1978,2,1,85,9,2569,119,42,161,25,145,2
1979,1979,1,2,83,13,3913,186,52,238,25,214,1
1980,1980,3,1,85,12,7854,172,88,260,30,247,1
1981,1981,3,4,83,4,2422,78,38,116,24,103,1
1982,1982,4,1,84,21,4067,167,99,266,24,237,1
1983,1983,2,1,84,17,9051,146,112,258,40,271,1
1984,1984,1,1,84,3,2282,33,72,105,19,88,1
1985,1985,3,4,85,8,4172,162,61,223,32,216,1
1986,1986,4,4,85,9,4977,223,121,344,28,320,1
1987,1987,3,2,85,8,1617,119,48,167,26,152,2
1988,1988,4,3,85,8,3192,57,43,100,43,108,1
1989,1989,4,4,86,14,3437,68,316,384,20,326,2
1990,1990,3,4,87,14,4494,9,386,395,21,340,2
1991,1991,4,2,86,5,840,58,34,92,29,86,1
1992,1992,4,4,86,12,14973,318,269,587,34,581,2
1993,1993,2,4,85,18,5180,88,170,258,34,255,1
1994,1994,2,4,86,5,5775,306,132,438,37,447,1
1995,1995,4,1,87,20,10577,304,78,382,39,397,1
1996,1996,1,4,86,8,3983,89,200,289,33,283,1
1997,1997,4,1,85,14,3164,86,230,316,33,310,1
1998,1998,2,0,86,6,3542,71,235,306,37,312,1
1999,1999,1,4,85,12,5152,253,52,305,34,302,1
2000,2000,0,0,86,4,5635,197,124,321,33,315,1
2001,2001,4,4,85,1,805,40,60,100,18,83,1
2002,2002,0,0,86,5,3829,200,119,319,30,303,1
2003,2003,0,0,86,4,2149,140,94,234,24,208,1
2004,2004,0,0,86,4,2821,97,89,186,38,192,1
2005,2005,2,1,85,9,2569,119,42,161,25,145,2
2006,2006,1,2,83,13,3913,186,52,238,25,214,1
2007,2007,3,1,85,12,7854,172,88,260,30,247,1
2008,2008,3,4,83,4,2422,78,38,116,24,103,1
2009,2009,4,1,84,21,4067,167,99,266,24,237,1
2010,2010,2,1,84,17,9051,146,112,258,40,271,1
2011,2011,1,1,84,3,2282,33,72,105,19,88,1
2012,2012,3,4,85,8,4172,162,61,223,32,216,1
2013,2013,4,4,85,9,4977,223,121,344,28,320,1
2014,2014,3,2,85,8,1617,119,48,167,26,152,2
2015,2015,4,3,85,8,3192,57,43,100,43,108,1
2016,2016,4,4,86,14,3437,68,316,384,20,326,2
2017,2017,3,4,87,14,4494,9,386,395,21,340,2
2018,2018,4,2,86,5,840,58,34,92,29,86,1
2019,2019,4,4,86,12,14973,318,269,587,34,581,2
2020,2020,2,4,85,18,5180,88,170,258,34,255,1
2021,2021,2,4,86,5,5775,306,132,438,37,447,1
2022,2022,4,1,87,20,10577,304,78,382,39,397,1
2023,2023,1,4,86,8,3983,89,200,289,33,283,1
2024,2024,4,1,85,14,3164,86,230,316,33,310,1
2025,2025,2,0,86,6,3542,71,235,306,37,312,1
2026,2026,3,1,85,14,4277,148,324,472,39,491,1
2027,2027,4,4,85,16,7252,116,170,286,27,263,1
2028,2028,4,1,85,14,3948,175,277,452,37,461,1
2029,2029,4,3,86,6,3927,79,128,207,27,190,1
2030,2030,1,1,86,9,710,145,38,183,27,168,3
2031,2031,4,4,87,9,2429,174,78,252,41,267,3
2032,2032,1,1,85,5,6405,194,91,285,35,285,1
2033,2033,2,2,88,3,651,126,49,175,38,180,3
2034,2034,1,3,86,17,9135,317,119,436,34,432,2
2035,2035,2,4,87,11,1435,289,88,377,28,351,3
2036,2036,-1,-1,87,8,5922,260,144,404,24,360,1
2037,2037,1,4,88,4,847,158,59,217,18,180,3
2038,2038,3,3,88,16,8050,302,145,447,52,523,2
2039,2039,1,1,87,9,4620,451,48,499,28,464,1
2040,2040,2,4,87,34,2352,661,132,793,23,698,3
2041,2041,1,1,88,10,2174,64,54,118,25,106,1
2042,2042,-1,4,86,39,19894,284,230,514,50,591,1
2043,2043,2,1,86,18,6699,182,126,308,35,308,1
2044,2044,2,3,87,27,14987,173,332,505,19,424,1
2045,2045,2,2,88,9,4004,252,7,259,28,241,1
2046,2046,4,3,85,11,12824,131,180,311,51,361,1
2047,2047,2,3,85,8,2331,106,39,145,6,103,1
2048,2048,3,3,85,9,5817,96,108,204,29,192,1
2049,2049,2,3,85,7,2989,116,72,188,18,156,1
2050,2050,3,3,85,6,3136,86,49,135,32,131,1
2051,2051,2,3,85,17,14434,221,121,342,35,342,1
2052,2052,1,1,87,12,2583,61,96,157,18,130,1
2053,2053,1,3,86,12,3647,132,89,221,5,155,2
2054,2054,3,7,86,13,8232,45,387,432,16,350,2
2055,2055,1,1,86,12,3276,55,112,167,12,129,2
2056,2056,1,4,87,8,2723,124,52,176,14,139,2
2057,2057,3,3,87,5,3472,120,126,246,15,197,2
2058,2058,1,2,87,6,1575,47,32,79,14,62,2
2059,2059,1,1,86,12,2926,126,107,233,23,205,2
2060,2060,3,2,86,6,1876,101,45,146,15,117,2
2061,2061,1,1,86,5,2520,78,99,177,14,140,1
2062,2062,4,7,86,13,1603,69,74,143,14,113,1
2063,2063,1,3,86,8,3626,194,97,291,35,291,2
2064,2064,2,-1,87,10,6783,224,110,334,28,309,2
2065,2065,2,4,87,15,11361,323,184,507,35,507,2
2066,2066,1,3,86,6,1267,42,31,73,27,67,2
2067,2067,1,2,87,5,2548,74,43,117,25,105,2
